time_slot,source_sat_id,target_sat_id,is_inter_plane,actual_delay
1,satellite_30,satellite_31,0,0.011867013333333332
1,satellite_30,satellite_43,1,0.00056001
1,satellite_31,satellite_32,0,0.011898206666666666
1,satellite_31,satellite_44,1,0.00109493
1,satellite_32,satellite_33,0,0.011943996666666666
1,satellite_32,satellite_45,1,0.002161063333333333
1,satellite_33,satellite_34,0,0.011961823333333333
1,satellite_33,satellite_46,1,0.00278202
1,satellite_34,satellite_35,0,0.01193241
1,satellite_34,satellite_47,1,0.0027807366666666665
1,satellite_35,satellite_36,0,0.011878206666666667
1,satellite_35,satellite_48,1,0.0021584233333333336
1,satellite_36,satellite_37,0,0.011843303333333333
1,satellite_36,satellite_49,1,0.0010935666666666666
1,satellite_37,satellite_38,0,0.011855823333333333
1,satellite_37,satellite_50,1,0.0005603066666666667
1,satellite_38,satellite_39,0,0.011905726666666666
1,satellite_38,satellite_51,1,0.0016619266666666665
1,satellite_39,satellite_52,1,0.0025403833333333334
1,satellite_40,satellite_41,0,0.01195858
1,satellite_40,satellite_52,0,0.011952560000000001
1,satellite_40,satellite_53,1,0.0028631466666666663
1,satellite_41,satellite_42,0,0.01192206
1,satellite_41,satellite_54,1,0.002542626666666667
1,satellite_42,satellite_43,0,0.011878296666666666
1,satellite_42,satellite_55,1,0.0016642766666666667
1,satellite_43,satellite_44,0,0.011867013333333332
1,satellite_43,satellite_56,1,0.00056001
1,satellite_44,satellite_45,0,0.011898206666666666
1,satellite_44,satellite_57,1,0.00109493
1,satellite_45,satellite_46,0,0.011943996666666666
1,satellite_45,satellite_58,1,0.002161063333333333
1,satellite_46,satellite_47,0,0.011961823333333333
1,satellite_46,satellite_59,1,0.00278202
1,satellite_47,satellite_48,0,0.01193241
1,satellite_47,satellite_60,1,0.0027807366666666665
1,satellite_48,satellite_49,0,0.011878206666666667
1,satellite_48,satellite_61,1,0.0021584233333333336
1,satellite_49,satellite_50,0,0.011843303333333333
1,satellite_49,satellite_62,1,0.0010935666666666666
1,satellite_50,satellite_51,0,0.011855823333333333
1,satellite_50,satellite_63,1,0.0005603066666666667
1,satellite_51,satellite_52,0,0.011905726666666666
1,satellite_51,satellite_64,1,0.0016619266666666665
1,satellite_52,satellite_65,1,0.0025403833333333334
1,satellite_53,satellite_54,0,0.01195858
1,satellite_53,satellite_65,0,0.011952560000000001
1,satellite_53,satellite_66,1,0.0028631466666666663
1,satellite_54,satellite_55,0,0.01192206
1,satellite_54,satellite_67,1,0.002542626666666667
1,satellite_55,satellite_56,0,0.011878296666666666
1,satellite_55,satellite_68,1,0.0016642766666666667
1,satellite_56,satellite_57,0,0.011867013333333332
1,satellite_56,satellite_69,1,0.00056001
1,satellite_57,satellite_58,0,0.011898206666666666
1,satellite_57,satellite_70,1,0.00109493
1,satellite_58,satellite_59,0,0.011943996666666666
1,satellite_58,satellite_71,1,0.002161063333333333
1,satellite_59,satellite_60,0,0.011961823333333333
1,satellite_59,satellite_72,1,0.00278202
1,satellite_60,satellite_61,0,0.01193241
1,satellite_60,satellite_73,1,0.0027807366666666665
1,satellite_61,satellite_62,0,0.011878206666666667
1,satellite_61,satellite_74,1,0.0021584233333333336
1,satellite_62,satellite_63,0,0.011843303333333333
1,satellite_62,satellite_75,1,0.0010935666666666666
1,satellite_63,satellite_64,0,0.011855823333333333
1,satellite_63,satellite_76,1,0.0005603066666666667
1,satellite_64,satellite_65,0,0.011905726666666666
1,satellite_64,satellite_77,1,0.0016619266666666665
1,satellite_65,satellite_78,1,0.0025403833333333334
1,satellite_66,satellite_67,0,0.01195858
1,satellite_66,satellite_78,0,0.011952560000000001
1,satellite_66,satellite_79,1,0.0028631466666666663
1,satellite_67,satellite_68,0,0.01192206
1,satellite_67,satellite_80,1,0.002542626666666667
1,satellite_68,satellite_69,0,0.011878296666666666
1,satellite_68,satellite_81,1,0.0016642766666666667
1,satellite_69,satellite_70,0,0.011867013333333332
1,satellite_69,satellite_82,1,0.00056001
1,satellite_70,satellite_71,0,0.011898206666666666
1,satellite_70,satellite_83,1,0.00109493
1,satellite_71,satellite_72,0,0.011943996666666666
1,satellite_71,satellite_84,1,0.002161063333333333
1,satellite_72,satellite_73,0,0.011961823333333333
1,satellite_72,satellite_85,1,0.00278202
1,satellite_73,satellite_74,0,0.01193241
1,satellite_73,satellite_86,1,0.0027807366666666665
1,satellite_74,satellite_75,0,0.011878206666666667
1,satellite_74,satellite_87,1,0.0021584233333333336
1,satellite_75,satellite_76,0,0.011843303333333333
1,satellite_75,satellite_88,1,0.0010935666666666666
1,satellite_76,satellite_77,0,0.011855823333333333
1,satellite_76,satellite_89,1,0.0005603066666666667
1,satellite_77,satellite_78,0,0.011905726666666666
1,satellite_77,satellite_90,1,0.0016619266666666665
1,satellite_78,satellite_91,1,0.0025403833333333334
1,satellite_79,satellite_80,0,0.01195858
1,satellite_79,satellite_91,0,0.011952560000000001
1,satellite_79,satellite_92,1,0.0028631466666666663
1,satellite_80,satellite_81,0,0.01192206
1,satellite_80,satellite_93,1,0.002542626666666667
1,satellite_81,satellite_82,0,0.011878296666666666
1,satellite_81,satellite_94,1,0.0016642766666666667
1,satellite_82,satellite_83,0,0.011867013333333332
1,satellite_82,satellite_95,1,0.00056001
1,satellite_83,satellite_84,0,0.011898206666666666
1,satellite_83,satellite_96,1,0.00109493
1,satellite_84,satellite_85,0,0.011943996666666666
1,satellite_84,satellite_97,1,0.002161063333333333
1,satellite_85,satellite_86,0,0.011961823333333333
1,satellite_85,satellite_98,1,0.00278202
1,satellite_86,satellite_87,0,0.01193241
1,satellite_86,satellite_99,1,0.0027807366666666665
1,satellite_87,satellite_88,0,0.011878206666666667
1,satellite_87,satellite_100,1,0.0021584233333333336
1,satellite_88,satellite_89,0,0.011843303333333333
1,satellite_88,satellite_101,1,0.0010935666666666666
1,satellite_89,satellite_90,0,0.011855823333333333
1,satellite_89,satellite_102,1,0.0005603066666666667
1,satellite_90,satellite_91,0,0.011905726666666666
1,satellite_90,satellite_103,1,0.0016619266666666665
1,satellite_91,satellite_104,1,0.0025403833333333334
1,satellite_92,satellite_93,0,0.01195858
1,satellite_92,satellite_104,0,0.011952560000000001
1,satellite_92,satellite_105,1,0.0028631466666666663
1,satellite_93,satellite_94,0,0.01192206
1,satellite_93,satellite_106,1,0.002542626666666667
1,satellite_94,satellite_95,0,0.011878296666666666
1,satellite_94,satellite_107,1,0.0016642766666666667
1,satellite_95,satellite_96,0,0.011867013333333332
1,satellite_95,satellite_108,1,0.00056001
1,satellite_96,satellite_97,0,0.011898206666666666
1,satellite_96,satellite_109,1,0.00109493
1,satellite_97,satellite_98,0,0.011943996666666666
1,satellite_97,satellite_110,1,0.002161063333333333
1,satellite_98,satellite_99,0,0.011961823333333333
1,satellite_98,satellite_111,1,0.00278202
1,satellite_99,satellite_100,0,0.01193241
1,satellite_99,satellite_112,1,0.0027807366666666665
1,satellite_100,satellite_101,0,0.011878206666666667
1,satellite_100,satellite_113,1,0.0021584233333333336
1,satellite_101,satellite_102,0,0.011843303333333333
1,satellite_101,satellite_114,1,0.0010935666666666666
1,satellite_102,satellite_103,0,0.011855823333333333
1,satellite_102,satellite_115,1,0.0005603066666666667
1,satellite_103,satellite_104,0,0.011905726666666666
1,satellite_103,satellite_116,1,0.0016619266666666665
1,satellite_104,satellite_117,1,0.0025403833333333334
1,satellite_105,satellite_106,0,0.01195858
1,satellite_105,satellite_117,0,0.011952560000000001
1,satellite_105,satellite_118,1,0.0028631466666666663
1,satellite_106,satellite_107,0,0.01192206
1,satellite_106,satellite_119,1,0.002542626666666667
1,satellite_107,satellite_108,0,0.011878296666666666
1,satellite_107,satellite_120,1,0.0016642766666666667
1,satellite_108,satellite_109,0,0.011867013333333332
1,satellite_108,satellite_121,1,0.00056001
1,satellite_109,satellite_110,0,0.011898206666666666
1,satellite_109,satellite_122,1,0.00109493
1,satellite_110,satellite_111,0,0.011943996666666666
1,satellite_110,satellite_123,1,0.002161063333333333
1,satellite_111,satellite_112,0,0.011961823333333333
1,satellite_111,satellite_124,1,0.00278202
1,satellite_112,satellite_113,0,0.01193241
1,satellite_112,satellite_125,1,0.0027807366666666665
1,satellite_113,satellite_114,0,0.011878206666666667
1,satellite_113,satellite_126,1,0.0021584233333333336
1,satellite_114,satellite_115,0,0.011843303333333333
1,satellite_114,satellite_127,1,0.0010935666666666666
1,satellite_115,satellite_116,0,0.011855823333333333
1,satellite_115,satellite_128,1,0.0005603066666666667
1,satellite_116,satellite_117,0,0.011905726666666666
1,satellite_116,satellite_129,1,0.0016619266666666665
1,satellite_117,satellite_130,1,0.0025403833333333334
1,satellite_118,satellite_119,0,0.01195858
1,satellite_118,satellite_130,0,0.011952560000000001
1,satellite_118,satellite_131,1,0.0028631466666666663
1,satellite_119,satellite_120,0,0.01192206
1,satellite_119,satellite_132,1,0.002542626666666667
1,satellite_120,satellite_121,0,0.011878296666666666
1,satellite_120,satellite_133,1,0.0016642766666666667
1,satellite_121,satellite_122,0,0.011867013333333332
1,satellite_121,satellite_134,1,0.00056001
1,satellite_122,satellite_123,0,0.011898206666666666
1,satellite_122,satellite_135,1,0.00109493
1,satellite_123,satellite_124,0,0.011943996666666666
1,satellite_123,satellite_136,1,0.002161063333333333
1,satellite_124,satellite_125,0,0.011961823333333333
1,satellite_124,satellite_137,1,0.00278202
1,satellite_125,satellite_126,0,0.01193241
1,satellite_125,satellite_138,1,0.0027807366666666665
1,satellite_126,satellite_127,0,0.011878206666666667
1,satellite_126,satellite_139,1,0.0021584233333333336
1,satellite_127,satellite_128,0,0.011843303333333333
1,satellite_127,satellite_140,1,0.0010935666666666666
1,satellite_128,satellite_129,0,0.011855823333333333
1,satellite_128,satellite_141,1,0.0005603066666666667
1,satellite_129,satellite_130,0,0.011905726666666666
1,satellite_129,satellite_142,1,0.0016619266666666665
1,satellite_130,satellite_143,1,0.0025403833333333334
1,satellite_131,satellite_132,0,0.01195858
1,satellite_131,satellite_143,0,0.011952560000000001
1,satellite_131,satellite_144,1,0.0028631466666666663
1,satellite_132,satellite_133,0,0.01192206
1,satellite_132,satellite_145,1,0.002542626666666667
1,satellite_133,satellite_134,0,0.011878296666666666
1,satellite_133,satellite_146,1,0.0016642766666666667
1,satellite_134,satellite_135,0,0.011867013333333332
1,satellite_134,satellite_147,1,0.00056001
1,satellite_135,satellite_136,0,0.011898206666666666
1,satellite_135,satellite_148,1,0.00109493
1,satellite_136,satellite_137,0,0.011943996666666666
1,satellite_136,satellite_149,1,0.002161063333333333
1,satellite_137,satellite_138,0,0.011961823333333333
1,satellite_137,satellite_150,1,0.00278202
1,satellite_138,satellite_139,0,0.01193241
1,satellite_138,satellite_151,1,0.0027807366666666665
1,satellite_139,satellite_140,0,0.011878206666666667
1,satellite_139,satellite_152,1,0.0021584233333333336
1,satellite_140,satellite_141,0,0.011843303333333333
1,satellite_140,satellite_153,1,0.0010935666666666666
1,satellite_141,satellite_142,0,0.011855823333333333
1,satellite_141,satellite_154,1,0.0005603066666666667
1,satellite_142,satellite_143,0,0.011905726666666666
1,satellite_142,satellite_155,1,0.0016619266666666665
1,satellite_143,satellite_156,1,0.0025403833333333334
1,satellite_144,satellite_145,0,0.01195858
1,satellite_144,satellite_156,0,0.011952560000000001
1,satellite_144,satellite_157,1,0.0028631466666666663
1,satellite_145,satellite_146,0,0.01192206
1,satellite_145,satellite_158,1,0.002542626666666667
1,satellite_146,satellite_147,0,0.011878296666666666
1,satellite_146,satellite_159,1,0.0016642766666666667
1,satellite_147,satellite_148,0,0.011867013333333332
1,satellite_147,satellite_160,1,0.00056001
1,satellite_148,satellite_149,0,0.011898206666666666
1,satellite_148,satellite_161,1,0.00109493
1,satellite_149,satellite_150,0,0.011943996666666666
1,satellite_149,satellite_162,1,0.002161063333333333
1,satellite_150,satellite_151,0,0.011961823333333333
1,satellite_150,satellite_163,1,0.00278202
1,satellite_151,satellite_152,0,0.01193241
1,satellite_151,satellite_164,1,0.0027807366666666665
1,satellite_152,satellite_153,0,0.011878206666666667
1,satellite_152,satellite_165,1,0.0021584233333333336
1,satellite_153,satellite_154,0,0.011843303333333333
1,satellite_153,satellite_166,1,0.0010935666666666666
1,satellite_154,satellite_155,0,0.011855823333333333
1,satellite_154,satellite_167,1,0.0005603066666666667
1,satellite_155,satellite_156,0,0.011905726666666666
1,satellite_155,satellite_168,1,0.0016619266666666665
1,satellite_156,satellite_169,1,0.0025403833333333334
1,satellite_157,satellite_158,0,0.01195858
1,satellite_157,satellite_169,0,0.011952560000000001
1,satellite_157,satellite_170,1,0.0028631466666666663
1,satellite_158,satellite_159,0,0.01192206
1,satellite_158,satellite_171,1,0.002542626666666667
1,satellite_159,satellite_160,0,0.011878296666666666
1,satellite_159,satellite_172,1,0.0016642766666666667
1,satellite_160,satellite_161,0,0.011867013333333332
1,satellite_160,satellite_173,1,0.00056001
1,satellite_161,satellite_162,0,0.011898206666666666
1,satellite_161,satellite_174,1,0.00109493
1,satellite_162,satellite_163,0,0.011943996666666666
1,satellite_162,satellite_175,1,0.002161063333333333
1,satellite_163,satellite_164,0,0.011961823333333333
1,satellite_163,satellite_176,1,0.00278202
1,satellite_164,satellite_165,0,0.01193241
1,satellite_164,satellite_177,1,0.0027807366666666665
1,satellite_165,satellite_166,0,0.011878206666666667
1,satellite_165,satellite_178,1,0.0021584233333333336
1,satellite_166,satellite_167,0,0.011843303333333333
1,satellite_166,satellite_179,1,0.0010935666666666666
1,satellite_167,satellite_168,0,0.011855823333333333
1,satellite_167,satellite_180,1,0.0005603066666666667
1,satellite_168,satellite_169,0,0.011905726666666666
1,satellite_168,satellite_181,1,0.0016619266666666665
1,satellite_169,satellite_182,1,0.0025403833333333334
1,satellite_170,satellite_171,0,0.01195858
1,satellite_170,satellite_182,0,0.011952560000000001
1,satellite_170,satellite_183,1,0.0028631466666666663
1,satellite_171,satellite_172,0,0.01192206
1,satellite_171,satellite_184,1,0.002542626666666667
1,satellite_172,satellite_173,0,0.011878296666666666
1,satellite_172,satellite_185,1,0.0016642766666666667
1,satellite_173,satellite_174,0,0.011867013333333332
1,satellite_173,satellite_186,1,0.00056001
1,satellite_174,satellite_175,0,0.011898206666666666
1,satellite_174,satellite_187,1,0.00109493
1,satellite_175,satellite_176,0,0.011943996666666666
1,satellite_175,satellite_188,1,0.002161063333333333
1,satellite_176,satellite_177,0,0.011961823333333333
1,satellite_176,satellite_189,1,0.00278202
1,satellite_177,satellite_178,0,0.01193241
1,satellite_177,satellite_190,1,0.0027807366666666665
1,satellite_178,satellite_179,0,0.011878206666666667
1,satellite_178,satellite_191,1,0.0021584233333333336
1,satellite_179,satellite_180,0,0.011843303333333333
1,satellite_179,satellite_192,1,0.0010935666666666666
1,satellite_180,satellite_181,0,0.011855823333333333
1,satellite_180,satellite_193,1,0.0005603066666666667
1,satellite_181,satellite_182,0,0.011905726666666666
1,satellite_181,satellite_194,1,0.0016619266666666665
1,satellite_182,satellite_195,1,0.0025403833333333334
1,satellite_183,satellite_184,0,0.01195858
1,satellite_183,satellite_195,0,0.011952560000000001
1,satellite_183,satellite_196,1,0.0028631466666666663
1,satellite_184,satellite_185,0,0.01192206
1,satellite_184,satellite_197,1,0.002542626666666667
1,satellite_185,satellite_186,0,0.011878296666666666
1,satellite_185,satellite_198,1,0.0016642766666666667
1,satellite_186,satellite_187,0,0.011867013333333332
1,satellite_186,satellite_199,1,0.00056001
1,satellite_187,satellite_188,0,0.011898206666666666
1,satellite_187,satellite_200,1,0.00109493
1,satellite_188,satellite_189,0,0.011943996666666666
1,satellite_188,satellite_201,1,0.002161063333333333
1,satellite_189,satellite_190,0,0.011961823333333333
1,satellite_189,satellite_202,1,0.00278202
1,satellite_190,satellite_191,0,0.01193241
1,satellite_190,satellite_203,1,0.0027807366666666665
1,satellite_191,satellite_192,0,0.011878206666666667
1,satellite_191,satellite_204,1,0.0021584233333333336
1,satellite_192,satellite_193,0,0.011843303333333333
1,satellite_192,satellite_205,1,0.0010935666666666666
1,satellite_193,satellite_194,0,0.011855823333333333
1,satellite_193,satellite_206,1,0.0005603066666666667
1,satellite_194,satellite_195,0,0.011905726666666666
1,satellite_194,satellite_207,1,0.0016619266666666665
1,satellite_195,satellite_208,1,0.0025403833333333334
1,satellite_196,satellite_197,0,0.01195858
1,satellite_196,satellite_208,0,0.011952560000000001
1,satellite_196,satellite_209,1,0.0028631466666666663
1,satellite_197,satellite_198,0,0.01192206
1,satellite_197,satellite_210,1,0.002542626666666667
1,satellite_198,satellite_199,0,0.011878296666666666
1,satellite_198,satellite_211,1,0.0016642766666666667
1,satellite_199,satellite_200,0,0.011867013333333332
1,satellite_199,satellite_212,1,0.00056001
1,satellite_200,satellite_201,0,0.011898206666666666
1,satellite_200,satellite_213,1,0.00109493
1,satellite_201,satellite_202,0,0.011943996666666666
1,satellite_201,satellite_214,1,0.002161063333333333
1,satellite_202,satellite_203,0,0.011961823333333333
1,satellite_202,satellite_215,1,0.00278202
1,satellite_203,satellite_204,0,0.01193241
1,satellite_203,satellite_216,1,0.0027807366666666665
1,satellite_204,satellite_205,0,0.011878206666666667
1,satellite_204,satellite_217,1,0.0021584233333333336
1,satellite_205,satellite_206,0,0.011843303333333333
1,satellite_205,satellite_218,1,0.0010935666666666666
1,satellite_206,satellite_207,0,0.011855823333333333
1,satellite_206,satellite_219,1,0.0005603066666666667
1,satellite_207,satellite_208,0,0.011905726666666666
1,satellite_207,satellite_220,1,0.0016619266666666665
1,satellite_208,satellite_221,1,0.0025403833333333334
1,satellite_209,satellite_210,0,0.01195858
1,satellite_209,satellite_221,0,0.011952560000000001
1,satellite_209,satellite_222,1,0.0028631466666666663
1,satellite_210,satellite_211,0,0.01192206
1,satellite_210,satellite_223,1,0.002542626666666667
1,satellite_211,satellite_212,0,0.011878296666666666
1,satellite_211,satellite_224,1,0.0016642766666666667
1,satellite_212,satellite_213,0,0.011867013333333332
1,satellite_212,satellite_225,1,0.00056001
1,satellite_213,satellite_214,0,0.011898206666666666
1,satellite_213,satellite_226,1,0.00109493
1,satellite_214,satellite_215,0,0.011943996666666666
1,satellite_214,satellite_227,1,0.002161063333333333
1,satellite_215,satellite_216,0,0.011961823333333333
1,satellite_215,satellite_228,1,0.00278202
1,satellite_216,satellite_217,0,0.01193241
1,satellite_216,satellite_229,1,0.0027807366666666665
1,satellite_217,satellite_218,0,0.011878206666666667
1,satellite_217,satellite_230,1,0.0021584233333333336
1,satellite_218,satellite_219,0,0.011843303333333333
1,satellite_218,satellite_231,1,0.0010935666666666666
1,satellite_219,satellite_220,0,0.011855823333333333
1,satellite_219,satellite_232,1,0.0005603066666666667
1,satellite_220,satellite_221,0,0.011905726666666666
1,satellite_220,satellite_233,1,0.0016619266666666665
1,satellite_221,satellite_234,1,0.0025403833333333334
1,satellite_222,satellite_223,0,0.01195858
1,satellite_222,satellite_234,0,0.011952560000000001
1,satellite_222,satellite_235,1,0.0028631466666666663
1,satellite_223,satellite_224,0,0.01192206
1,satellite_223,satellite_236,1,0.002542626666666667
1,satellite_224,satellite_225,0,0.011878296666666666
1,satellite_224,satellite_237,1,0.0016642766666666667
1,satellite_225,satellite_226,0,0.011867013333333332
1,satellite_225,satellite_238,1,0.00056001
1,satellite_226,satellite_227,0,0.011898206666666666
1,satellite_226,satellite_239,1,0.00109493
1,satellite_227,satellite_228,0,0.011943996666666666
1,satellite_227,satellite_240,1,0.002161063333333333
1,satellite_228,satellite_229,0,0.011961823333333333
1,satellite_228,satellite_241,1,0.00278202
1,satellite_229,satellite_230,0,0.01193241
1,satellite_229,satellite_242,1,0.0027807366666666665
1,satellite_230,satellite_231,0,0.011878206666666667
1,satellite_230,satellite_243,1,0.0021584233333333336
1,satellite_231,satellite_232,0,0.011843303333333333
1,satellite_231,satellite_244,1,0.0010935666666666666
1,satellite_232,satellite_233,0,0.011855823333333333
1,satellite_232,satellite_245,1,0.0005603066666666667
1,satellite_233,satellite_234,0,0.011905726666666666
1,satellite_233,satellite_246,1,0.0016619266666666665
1,satellite_234,satellite_247,1,0.0025403833333333334
1,satellite_235,satellite_236,0,0.01195858
1,satellite_235,satellite_247,0,0.011952560000000001
1,satellite_235,satellite_248,1,0.0028631466666666663
1,satellite_236,satellite_237,0,0.01192206
1,satellite_236,satellite_249,1,0.002542626666666667
1,satellite_237,satellite_238,0,0.011878296666666666
1,satellite_237,satellite_250,1,0.0016642766666666667
1,satellite_238,satellite_239,0,0.011867013333333332
1,satellite_238,satellite_251,1,0.00056001
1,satellite_239,satellite_240,0,0.011898206666666666
1,satellite_239,satellite_252,1,0.00109493
1,satellite_240,satellite_241,0,0.011943996666666666
1,satellite_240,satellite_253,1,0.002161063333333333
1,satellite_241,satellite_242,0,0.011961823333333333
1,satellite_241,satellite_254,1,0.00278202
1,satellite_242,satellite_243,0,0.01193241
1,satellite_242,satellite_255,1,0.0027807366666666665
1,satellite_243,satellite_244,0,0.011878206666666667
1,satellite_243,satellite_256,1,0.0021584233333333336
1,satellite_244,satellite_245,0,0.011843303333333333
1,satellite_244,satellite_257,1,0.0010935666666666666
1,satellite_245,satellite_246,0,0.011855823333333333
1,satellite_245,satellite_258,1,0.0005603066666666667
1,satellite_246,satellite_247,0,0.011905726666666666
1,satellite_246,satellite_259,1,0.0016619266666666665
1,satellite_247,satellite_260,1,0.0025403833333333334
1,satellite_248,satellite_249,0,0.01195858
1,satellite_248,satellite_260,0,0.011952560000000001
1,satellite_248,satellite_261,1,0.0028631466666666663
1,satellite_249,satellite_250,0,0.01192206
1,satellite_249,satellite_262,1,0.002542626666666667
1,satellite_250,satellite_251,0,0.011878296666666666
1,satellite_250,satellite_263,1,0.0016642766666666667
1,satellite_251,satellite_252,0,0.011867013333333332
1,satellite_251,satellite_264,1,0.00056001
1,satellite_252,satellite_253,0,0.011898206666666666
1,satellite_252,satellite_265,1,0.00109493
1,satellite_253,satellite_254,0,0.011943996666666666
1,satellite_253,satellite_266,1,0.002161063333333333
1,satellite_254,satellite_255,0,0.011961823333333333
1,satellite_254,satellite_267,1,0.00278202
1,satellite_255,satellite_256,0,0.01193241
1,satellite_255,satellite_268,1,0.0027807366666666665
1,satellite_256,satellite_257,0,0.011878206666666667
1,satellite_256,satellite_269,1,0.0021584233333333336
1,satellite_257,satellite_258,0,0.011843303333333333
1,satellite_257,satellite_270,1,0.0010935666666666666
1,satellite_258,satellite_259,0,0.011855823333333333
1,satellite_258,satellite_271,1,0.0005603066666666667
1,satellite_259,satellite_260,0,0.011905726666666666
1,satellite_259,satellite_272,1,0.0016619266666666665
1,satellite_260,satellite_273,1,0.0025403833333333334
1,satellite_261,satellite_262,0,0.01195858
1,satellite_261,satellite_273,0,0.011952560000000001
1,satellite_261,satellite_274,1,0.0028631466666666663
1,satellite_262,satellite_263,0,0.01192206
1,satellite_262,satellite_275,1,0.002542626666666667
1,satellite_263,satellite_264,0,0.011878296666666666
1,satellite_263,satellite_276,1,0.0016642766666666667
1,satellite_264,satellite_265,0,0.011867013333333332
1,satellite_264,satellite_277,1,0.00056001
1,satellite_265,satellite_266,0,0.011898206666666666
1,satellite_265,satellite_278,1,0.00109493
1,satellite_266,satellite_267,0,0.011943996666666666
1,satellite_266,satellite_279,1,0.002161063333333333
1,satellite_267,satellite_268,0,0.011961823333333333
1,satellite_267,satellite_280,1,0.00278202
1,satellite_268,satellite_269,0,0.01193241
1,satellite_268,satellite_281,1,0.0027807366666666665
1,satellite_269,satellite_270,0,0.011878206666666667
1,satellite_269,satellite_282,1,0.0021584233333333336
1,satellite_270,satellite_271,0,0.011843303333333333
1,satellite_270,satellite_283,1,0.0010935666666666666
1,satellite_271,satellite_272,0,0.011855823333333333
1,satellite_271,satellite_284,1,0.0005603066666666667
1,satellite_272,satellite_273,0,0.011905726666666666
1,satellite_272,satellite_285,1,0.0016619266666666665
1,satellite_273,satellite_286,1,0.0025403833333333334
1,satellite_274,satellite_275,0,0.01195858
1,satellite_274,satellite_286,0,0.011952560000000001
1,satellite_274,satellite_287,1,0.0028631466666666663
1,satellite_275,satellite_276,0,0.01192206
1,satellite_275,satellite_288,1,0.002542626666666667
1,satellite_276,satellite_277,0,0.011878296666666666
1,satellite_276,satellite_289,1,0.0016642766666666667
1,satellite_277,satellite_278,0,0.011867013333333332
1,satellite_277,satellite_290,1,0.00056001
1,satellite_278,satellite_279,0,0.011898206666666666
1,satellite_278,satellite_291,1,0.00109493
1,satellite_279,satellite_280,0,0.011943996666666666
1,satellite_279,satellite_292,1,0.002161063333333333
1,satellite_280,satellite_281,0,0.011961823333333333
1,satellite_280,satellite_293,1,0.00278202
1,satellite_281,satellite_282,0,0.01193241
1,satellite_281,satellite_294,1,0.0027807366666666665
1,satellite_282,satellite_283,0,0.011878206666666667
1,satellite_282,satellite_295,1,0.0021584233333333336
1,satellite_283,satellite_284,0,0.011843303333333333
